,A,B,overlap
4856,Ntome_NODE_33464_length_448_cov_9,Ntome_NODE_19490_length_1235_cov_88,NA
4857,Ntome_NODE_33471_length_448_cov_4,Ntome_NODE_4093_length_3322_cov_235,NA
4858,Ntome_NODE_33475_length_447_cov_270,Ntome_NODE_23375_length_961_cov_260,NA
4859,Ntome_NODE_33477_length_447_cov_258,Ntome_NODE_2141_length_4087_cov_75,NA
4860,Ntome_NODE_33478_length_447_cov_219,Ntome_NODE_10788_length_2097_cov_235,NA
4861,Ntome_NODE_33484_length_447_cov_6,Ntome_NODE_9869_length_2216_cov_182,NA
4862,Ntome_NODE_33485_length_447_cov_6,Ntome_NODE_27575_length_729_cov_12,NA
4863,Ntome_NODE_33489_length_447_cov_4,Ntome_NODE_2148_length_4084_cov_120,NA
4864,Ntome_NODE_33506_length_445_cov_257,Ntome_NODE_29795_length_636_cov_28,NA
4865,Ntome_NODE_33509_length_445_cov_20,Ntome_NODE_26203_length_797_cov_17,NA
4866,Ntome_NODE_33513_length_445_cov_10,Ntome_NODE_17185_length_1431_cov_34,NA
4867,Ntome_NODE_33516_length_445_cov_8,Ntome_NODE_12702_length_1873_cov_76,NA
4868,Ntome_NODE_33526_length_444_cov_282,Ntome_NODE_4222_length_3285_cov_89,NA
4869,Ntome_NODE_33527_length_444_cov_260,Ntome_NODE_36140_length_335_cov_3,NA
4870,Ntome_NODE_33531_length_444_cov_9,Ntome_NODE_670_length_5620_cov_99,NA
4871,Ntome_NODE_33536_length_444_cov_7,Ntome_NODE_1691_length_4386_cov_27,NA
4872,Ntome_NODE_33549_length_443_cov_6,Ntome_NODE_14990_length_1637_cov_32,NA
4873,Ntome_NODE_33559_length_442_cov_206,Ntome_NODE_22996_length_984_cov_5,NA
4874,Ntome_NODE_33561_length_442_cov_11,Ntome_NODE_24040_length_922_cov_71,NA
4875,Ntome_NODE_33569_length_442_cov_3,Ntome_NODE_5215_length_3026_cov_95,NA
4876,Ntome_NODE_33578_length_441_cov_7,Ntome_NODE_16146_length_1527_cov_28,NA
4877,Ntome_NODE_33586_length_441_cov_3,Ntome_NODE_37018_length_310_cov_22,NA
4878,Ntome_NODE_33588_length_440_cov_221,Ntome_NODE_8609_length_2397_cov_272,NA
4879,Ntome_NODE_33592_length_440_cov_64,Ntome_NODE_443_length_6181_cov_115,NA
4880,Ntome_NODE_33594_length_440_cov_9,Ntome_NODE_4348_length_3250_cov_188,NA
4881,Ntome_NODE_33596_length_440_cov_8,Ntome_NODE_30339_length_615_cov_12,NA
4882,Ntome_NODE_33606_length_439_cov_283,Ntome_NODE_25164_length_853_cov_269,NA
4883,Ntome_NODE_33608_length_439_cov_241,Ntome_NODE_27196_length_748_cov_192,NA
4884,Ntome_NODE_33609_length_439_cov_160,Ntome_NODE_20973_length_1116_cov_85,NA
4885,Ntome_NODE_33615_length_439_cov_4,Ntome_NODE_1134_length_4913_cov_144,NA
4886,Ntome_NODE_33616_length_439_cov_2,Ntome_NODE_20548_length_1150_cov_12,NA
4887,Ntome_NODE_33618_length_438_cov_249,Ntome_NODE_4880_length_3115_cov_200,NA
4888,Ntome_NODE_33619_length_438_cov_227,Ntome_NODE_6102_length_2830_cov_197,NA
4889,Ntome_NODE_33632_length_438_cov_4,Ntome_NODE_4139_length_3311_cov_45,NA
4890,Ntome_NODE_33633_length_438_cov_4,Ntome_NODE_838_length_5324_cov_297,NA
4891,Ntome_NODE_33638_length_437_cov_240,Ntome_NODE_30418_length_611_cov_254,NA
4892,Ntome_NODE_33640_length_437_cov_179,Ntome_NODE_24748_length_877_cov_28,NA
4893,Ntome_NODE_33642_length_437_cov_14,Ntome_NODE_1180_length_4860_cov_111,NA
4894,Ntome_NODE_33644_length_437_cov_9,Ntome_NODE_4100_length_3321_cov_170,NA
4895,Ntome_NODE_33648_length_437_cov_5,Ntome_NODE_19174_length_1261_cov_283,NA
4896,Ntome_NODE_33652_length_436_cov_221,Ntome_NODE_5052_length_3066_cov_56,NA
4897,Ntome_NODE_33658_length_436_cov_7,Ntome_NODE_1912_length_4228_cov_66,NA
4898,Ntome_NODE_33664_length_436_cov_6,Ntome_NODE_7717_length_2538_cov_44,NA
4899,Ntome_NODE_33670_length_436_cov_4,Ntome_NODE_7770_length_2529_cov_120,NA
4900,Ntome_NODE_33671_length_436_cov_4,Ntome_NODE_9110_length_2322_cov_277,NA
4901,Ntome_NODE_33677_length_435_cov_230,Ntome_NODE_19235_length_1257_cov_12,NA
4902,Ntome_NODE_33679_length_435_cov_222,Ntome_NODE_2540_length_3889_cov_184,NA
4903,Ntome_NODE_33680_length_435_cov_178,Ntome_NODE_22620_length_1009_cov_9,NA
4904,Ntome_NODE_33686_length_435_cov_10,Ntome_NODE_8378_length_2430_cov_215,NA
4905,Ntome_NODE_33693_length_435_cov_4,Ntome_NODE_22894_length_990_cov_191,NA
4906,Ntome_NODE_33703_length_434_cov_27,Ntome_NODE_1509_length_4528_cov_22,NA
4907,Ntome_NODE_33716_length_434_cov_3,Ntome_NODE_24146_length_916_cov_17,NA
4908,Ntome_NODE_33719_length_433_cov_137,Ntome_NODE_4033_length_3340_cov_183,NA
4909,Ntome_NODE_33723_length_433_cov_9,Ntome_NODE_6066_length_2836_cov_220,NA
4910,Ntome_NODE_33725_length_433_cov_6,Ntome_NODE_5581_length_2943_cov_301,NA
4911,Ntome_NODE_33726_length_433_cov_6,Ntome_NODE_489_length_6051_cov_92,NA
4912,Ntome_NODE_33731_length_433_cov_3,Ntome_NODE_31232_length_580_cov_22,NA
4913,Ntome_NODE_33732_length_432_cov_320,Ntome_NODE_623_length_5717_cov_69,NA
4914,Ntome_NODE_33737_length_432_cov_63,Ntome_NODE_543_length_5905_cov_125,NA
4915,Ntome_NODE_33740_length_432_cov_18,Ntome_NODE_441_length_6188_cov_61,NA
4916,Ntome_NODE_33744_length_432_cov_8,Ntome_NODE_4604_length_3179_cov_19,NA
4917,Ntome_NODE_33745_length_432_cov_6,Ntome_NODE_32527_length_511_cov_7,NA
4918,Ntome_NODE_33750_length_432_cov_4,Ntome_NODE_2722_length_3804_cov_211,NA
4919,Ntome_NODE_33752_length_432_cov_4,Ntome_NODE_12298_length_1924_cov_65,NA
4920,Ntome_NODE_33755_length_431_cov_323,Ntome_NODE_4084_length_3325_cov_179,NA
4921,Ntome_NODE_33756_length_431_cov_272,Ntome_NODE_11590_length_2004_cov_11,NA
4922,Ntome_NODE_33758_length_431_cov_228,Ntome_NODE_17584_length_1395_cov_8,NA
4923,Ntome_NODE_33759_length_431_cov_224,Ntome_NODE_18181_length_1344_cov_57,NA
4924,Ntome_NODE_33760_length_431_cov_222,Ntome_NODE_6896_length_2675_cov_49,NA
4925,Ntome_NODE_33761_length_431_cov_213,Ntome_NODE_31834_length_559_cov_11,NA
4926,Ntome_NODE_33777_length_431_cov_4,Ntome_NODE_23351_length_963_cov_11,NA
4927,Ntome_NODE_33778_length_431_cov_4,Ntome_NODE_16072_length_1533_cov_107,NA
4928,Ntome_NODE_33783_length_430_cov_304,Ntome_NODE_7583_length_2557_cov_149,NA
4929,Ntome_NODE_33784_length_430_cov_233,Ntome_NODE_34391_length_400_cov_134,NA
4930,Ntome_NODE_33785_length_430_cov_227,Ntome_NODE_4868_length_3119_cov_119,NA
4931,Ntome_NODE_33788_length_430_cov_8,Ntome_NODE_1319_length_4710_cov_82,NA
4932,Ntome_NODE_33797_length_430_cov_4,Ntome_NODE_2487_length_3915_cov_33,NA
4933,Ntome_NODE_33800_length_429_cov_323,Ntome_NODE_4642_length_3174_cov_75,NA
4934,Ntome_NODE_33807_length_429_cov_9,Ntome_NODE_13430_length_1793_cov_18,NA
4935,Ntome_NODE_33812_length_429_cov_3,Ntome_NODE_95_length_8630_cov_64,NA
4936,Ntome_NODE_33818_length_428_cov_178,Ntome_NODE_36948_length_312_cov_3,NA
4937,Ntome_NODE_33823_length_428_cov_6,Ntome_NODE_25220_length_850_cov_56,NA
4938,Ntome_NODE_33824_length_428_cov_6,Ntome_NODE_637_length_5673_cov_130,NA
4939,Ntome_NODE_33830_length_428_cov_4,Ntome_NODE_3654_length_3469_cov_118,NA
4940,Ntome_NODE_33835_length_428_cov_2,Ntome_NODE_5633_length_2931_cov_279,NA
4941,Ntome_NODE_33836_length_427_cov_309,Ntome_NODE_16209_length_1520_cov_110,NA
4942,Ntome_NODE_33838_length_427_cov_210,Ntome_NODE_8015_length_2489_cov_127,NA
4943,Ntome_NODE_33840_length_427_cov_6,Ntome_NODE_26428_length_786_cov_7,NA
4944,Ntome_NODE_33841_length_427_cov_6,Ntome_NODE_4483_length_3214_cov_146,NA
4945,Ntome_NODE_33846_length_427_cov_3,Ntome_NODE_19395_length_1243_cov_12,NA
4946,Ntome_NODE_33850_length_426_cov_183,Ntome_NODE_209_length_7382_cov_58,NA
4947,Ntome_NODE_33856_length_426_cov_8,Ntome_NODE_13646_length_1773_cov_12,NA
4948,Ntome_NODE_33865_length_426_cov_5,Ntome_NODE_8977_length_2342_cov_116,NA
4949,Ntome_NODE_33866_length_426_cov_5,Ntome_NODE_200_length_7441_cov_62,NA
4950,Ntome_NODE_33873_length_425_cov_247,Ntome_NODE_19603_length_1225_cov_243,NA
4951,Ntome_NODE_33876_length_425_cov_12,Ntome_NODE_36410_length_327_cov_4,NA
4952,Ntome_NODE_33882_length_425_cov_6,Ntome_NODE_31377_length_575_cov_12,NA
4953,Ntome_NODE_33883_length_425_cov_6,Ntome_NODE_1766_length_4334_cov_186,NA
4954,Ntome_NODE_33892_length_425_cov_3,Ntome_NODE_6122_length_2827_cov_191,NA
4955,Ntome_NODE_33898_length_424_cov_9,Ntome_NODE_21610_length_1074_cov_7,NA
4956,Ntome_NODE_33900_length_424_cov_7,Ntome_NODE_36864_length_314_cov_4,NA
4957,Ntome_NODE_33911_length_423_cov_252,Ntome_NODE_188_length_7497_cov_123,NA
4958,Ntome_NODE_33915_length_425_cov_10,Ntome_NODE_14970_length_1639_cov_56,NA
4959,Ntome_NODE_33918_length_423_cov_7,Ntome_NODE_1020_length_5064_cov_272,NA
4960,Ntome_NODE_33920_length_423_cov_6,Ntome_NODE_15690_length_1569_cov_52,NA
4961,Ntome_NODE_33921_length_423_cov_5,Ntome_NODE_7119_length_2635_cov_251,NA
4962,Ntome_NODE_33924_length_423_cov_4,Ntome_NODE_261_length_7011_cov_115,NA
4963,Ntome_NODE_33925_length_423_cov_4,Ntome_NODE_5908_length_2870_cov_263,NA
4964,Ntome_NODE_33928_length_422_cov_287,Ntome_NODE_4732_length_3152_cov_181,NA
4965,Ntome_NODE_33931_length_422_cov_236,Ntome_NODE_7511_length_2569_cov_175,NA
4966,Ntome_NODE_33933_length_422_cov_131,Ntome_NODE_12955_length_1853_cov_45,NA
4967,Ntome_NODE_33934_length_422_cov_9,Ntome_NODE_34571_length_392_cov_9,NA
4968,Ntome_NODE_33935_length_422_cov_8,Ntome_NODE_15953_length_1543_cov_10,NA
4969,Ntome_NODE_33943_length_422_cov_4,Ntome_NODE_2417_length_3951_cov_168,NA
4970,Ntome_NODE_33960_length_421_cov_4,Ntome_NODE_23703_length_943_cov_14,NA
4971,Ntome_NODE_33961_length_421_cov_4,Ntome_NODE_9714_length_2238_cov_257,NA
4972,Ntome_NODE_33967_length_421_cov_3,Ntome_NODE_10721_length_2105_cov_108,NA
4973,Ntome_NODE_33970_length_420_cov_223,Ntome_NODE_1767_length_4333_cov_202,NA
4974,Ntome_NODE_33981_length_420_cov_4,Ntome_NODE_5473_length_2969_cov_180,NA
4975,Ntome_NODE_33986_length_419_cov_299,Ntome_NODE_1390_length_4643_cov_209,NA
4976,Ntome_NODE_33988_length_419_cov_207,Ntome_NODE_27760_length_722_cov_6,NA
4977,Ntome_NODE_33992_length_419_cov_20,Ntome_NODE_13595_length_1777_cov_141,NA
4978,Ntome_NODE_33994_length_419_cov_11,Ntome_NODE_18891_length_1284_cov_232,NA
4979,Ntome_NODE_33997_length_419_cov_7,Ntome_NODE_9110_length_2322_cov_277,NA
4980,Ntome_NODE_34000_length_419_cov_6,Ntome_NODE_15932_length_1545_cov_40,NA
4981,Ntome_NODE_34002_length_419_cov_6,Ntome_NODE_26653_length_775_cov_36,NA
4982,Ntome_NODE_34015_length_419_cov_2,Ntome_NODE_1724_length_4360_cov_97,NA
4983,Ntome_NODE_34017_length_418_cov_266,Ntome_NODE_12021_length_1955_cov_72,NA
4984,Ntome_NODE_34020_length_418_cov_223,Ntome_NODE_1830_length_4287_cov_95,NA
4985,Ntome_NODE_34021_length_418_cov_179,Ntome_NODE_2685_length_3821_cov_44,NA
4986,Ntome_NODE_34037_length_418_cov_5,Ntome_NODE_2141_length_4087_cov_75,NA
4987,Ntome_NODE_34040_length_418_cov_4,Ntome_NODE_621_length_5720_cov_100,NA
4988,Ntome_NODE_34041_length_418_cov_3,Ntome_NODE_2800_length_3771_cov_138,NA
4989,Ntome_NODE_34047_length_417_cov_282,Ntome_NODE_15875_length_1550_cov_293,NA
4990,Ntome_NODE_34048_length_417_cov_252,Ntome_NODE_26500_length_782_cov_73,NA
4991,Ntome_NODE_34049_length_417_cov_197,Ntome_NODE_10257_length_2162_cov_11,NA
4992,Ntome_NODE_34051_length_417_cov_164,Ntome_NODE_13259_length_1813_cov_71,NA
4993,Ntome_NODE_34054_length_417_cov_7,Ntome_NODE_8714_length_2382_cov_168,NA
4994,Ntome_NODE_34056_length_417_cov_6,Ntome_NODE_7102_length_2622_cov_150,NA
4995,Ntome_NODE_34058_length_417_cov_5,Ntome_NODE_20317_length_1168_cov_27,NA
4996,Ntome_NODE_34062_length_417_cov_3,Ntome_NODE_5473_length_2969_cov_180,NA
4997,Ntome_NODE_34063_length_417_cov_3,Ntome_NODE_456_length_6137_cov_19,NA
4998,Ntome_NODE_34067_length_416_cov_11,Ntome_NODE_17837_length_1372_cov_68,NA
4999,Ntome_NODE_34069_length_416_cov_6,Ntome_NODE_13723_length_1765_cov_240,NA
5000,Ntome_NODE_34075_length_415_cov_123,Ntome_NODE_16556_length_1491_cov_22,NA
5001,Ntome_NODE_34081_length_415_cov_5,Ntome_NODE_7081_length_2642_cov_51,NA
5002,Ntome_NODE_34084_length_415_cov_4,Ntome_NODE_4588_length_3185_cov_67,NA
5003,Ntome_NODE_34099_length_414_cov_190,Ntome_NODE_1388_length_4646_cov_52,NA
5004,Ntome_NODE_34101_length_414_cov_57,Ntome_NODE_19603_length_1225_cov_243,NA
5005,Ntome_NODE_34110_length_414_cov_5,Ntome_NODE_12425_length_1906_cov_56,NA
5006,Ntome_NODE_34111_length_414_cov_5,Ntome_NODE_23592_length_949_cov_134,NA
5007,Ntome_NODE_34112_length_414_cov_4,Ntome_NODE_8584_length_2401_cov_35,NA
5008,Ntome_NODE_34114_length_414_cov_4,Ntome_NODE_2929_length_3725_cov_133,NA
5009,Ntome_NODE_34119_length_413_cov_9,Ntome_NODE_15684_length_1570_cov_10,NA
5010,Ntome_NODE_34128_length_413_cov_5,Ntome_NODE_72_length_8934_cov_120,NA
5011,Ntome_NODE_34137_length_412_cov_271,Ntome_NODE_3171_length_3630_cov_109,NA
5012,Ntome_NODE_34138_length_412_cov_234,Ntome_NODE_23159_length_974_cov_13,NA
5013,Ntome_NODE_34140_length_412_cov_151,Ntome_NODE_1277_length_4754_cov_66,NA
5014,Ntome_NODE_34143_length_412_cov_11,Ntome_NODE_11283_length_2040_cov_75,NA
5015,Ntome_NODE_34145_length_412_cov_5,Ntome_NODE_28497_length_689_cov_9,NA
5016,Ntome_NODE_34146_length_412_cov_5,Ntome_NODE_1152_length_4898_cov_67,NA
5017,Ntome_NODE_34151_length_412_cov_2,Ntome_NODE_4406_length_3236_cov_263,NA
5018,Ntome_NODE_34152_length_411_cov_314,Ntome_NODE_2359_length_3981_cov_246,NA
5019,Ntome_NODE_34153_length_411_cov_307,Ntome_NODE_12480_length_1899_cov_270,NA
5020,Ntome_NODE_34156_length_411_cov_75,Ntome_NODE_719_length_5526_cov_80,NA
5021,Ntome_NODE_34172_length_410_cov_322,Ntome_NODE_2395_length_3961_cov_109,NA
5022,Ntome_NODE_34173_length_410_cov_188,Ntome_NODE_16483_length_1497_cov_15,NA
5023,Ntome_NODE_34176_length_410_cov_139,Ntome_NODE_4208_length_3291_cov_61,NA
5024,Ntome_NODE_34181_length_410_cov_10,Ntome_NODE_4301_length_3261_cov_37,NA
5025,Ntome_NODE_34185_length_410_cov_6,Ntome_NODE_1412_length_4613_cov_174,NA
5026,Ntome_NODE_34199_length_409_cov_356,Ntome_NODE_5791_length_2897_cov_276,NA
5027,Ntome_NODE_34204_length_409_cov_190,Ntome_NODE_10488_length_2133_cov_219,NA
5028,Ntome_NODE_34215_length_409_cov_7,Ntome_NODE_22973_length_985_cov_104,NA
5029,Ntome_NODE_34220_length_409_cov_5,Ntome_NODE_13865_length_1750_cov_11,NA
5030,Ntome_NODE_34223_length_409_cov_4,Ntome_NODE_4881_length_3115_cov_153,NA
5031,Ntome_NODE_34226_length_409_cov_2,Ntome_NODE_10027_length_2196_cov_87,NA
5032,Ntome_NODE_34227_length_408_cov_250,Ntome_NODE_29325_length_655_cov_254,NA
5033,Ntome_NODE_34231_length_408_cov_7,Ntome_NODE_3763_length_3432_cov_96,NA
5034,Ntome_NODE_34235_length_408_cov_6,Ntome_NODE_9032_length_2334_cov_125,NA
5035,Ntome_NODE_34237_length_408_cov_5,Ntome_NODE_623_length_5717_cov_69,NA
5036,Ntome_NODE_34240_length_408_cov_4,Ntome_NODE_20841_length_1129_cov_7,NA
5037,Ntome_NODE_34246_length_408_cov_2,Ntome_NODE_2786_length_3775_cov_278,NA
5038,Ntome_NODE_34248_length_407_cov_301,Ntome_NODE_1230_length_4798_cov_56,NA
5039,Ntome_NODE_34250_length_407_cov_200,Ntome_NODE_15620_length_1574_cov_135,NA
5040,Ntome_NODE_34253_length_407_cov_10,Ntome_NODE_35257_length_364_cov_3,NA
5041,Ntome_NODE_34255_length_407_cov_8,Ntome_NODE_19118_length_1266_cov_73,NA
5042,Ntome_NODE_34260_length_407_cov_4,Ntome_NODE_1830_length_4287_cov_95,NA
5043,Ntome_NODE_34263_length_407_cov_3,Ntome_NODE_21769_length_1064_cov_9,NA
5044,Ntome_NODE_34266_length_406_cov_285,Ntome_NODE_8413_length_2425_cov_59,NA
5045,Ntome_NODE_34268_length_406_cov_269,Ntome_NODE_3843_length_3407_cov_14,NA
5046,Ntome_NODE_34270_length_406_cov_211,Ntome_NODE_4406_length_3236_cov_263,NA
5047,Ntome_NODE_34272_length_406_cov_190,Ntome_NODE_4955_length_3096_cov_101,NA
5048,Ntome_NODE_34280_length_406_cov_7,Ntome_NODE_7307_length_2602_cov_212,NA
5049,Ntome_NODE_34283_length_407_cov_5,Ntome_NODE_4912_length_3101_cov_16,NA
5050,Ntome_NODE_34287_length_406_cov_3,Ntome_NODE_15077_length_1627_cov_104,NA
5051,Ntome_NODE_34289_length_409_cov_286,Ntome_NODE_9285_length_2298_cov_8,NA
5052,Ntome_NODE_34305_length_405_cov_4,Ntome_NODE_21904_length_1055_cov_15,NA
5053,Ntome_NODE_34315_length_404_cov_11,Ntome_NODE_22288_length_1029_cov_16,NA
5054,Ntome_NODE_34318_length_404_cov_7,Ntome_NODE_21397_length_1089_cov_11,NA
5055,Ntome_NODE_34320_length_404_cov_7,Ntome_NODE_14948_length_1641_cov_158,NA
5056,Ntome_NODE_34322_length_404_cov_6,Ntome_NODE_38337_length_281_cov_77,NA
5057,Ntome_NODE_34335_length_403_cov_161,Ntome_NODE_14181_length_1717_cov_172,NA
5058,Ntome_NODE_34342_length_403_cov_4,Ntome_NODE_6143_length_2824_cov_21,NA
5059,Ntome_NODE_34346_length_402_cov_237,Ntome_NODE_20976_length_1118_cov_20,NA
5060,Ntome_NODE_34347_length_402_cov_231,Ntome_NODE_6522_length_2745_cov_58,NA
5061,Ntome_NODE_34349_length_402_cov_226,Ntome_NODE_12726_length_1870_cov_14,NA
5062,Ntome_NODE_34350_length_402_cov_195,Ntome_NODE_13708_length_1767_cov_53,NA
5063,Ntome_NODE_34351_length_393_cov_19,Ntome_NODE_34989_length_375_cov_5,NA
5064,Ntome_NODE_34355_length_402_cov_8,Ntome_NODE_17616_length_1392_cov_43,NA
5065,Ntome_NODE_34359_length_402_cov_6,Ntome_NODE_11074_length_2064_cov_290,NA
5066,Ntome_NODE_34362_length_402_cov_5,Ntome_NODE_16180_length_1523_cov_124,NA
5067,Ntome_NODE_34370_length_401_cov_280,Ntome_NODE_10814_length_2094_cov_221,NA
5068,Ntome_NODE_34371_length_401_cov_266,Ntome_NODE_11720_length_1989_cov_191,NA
5069,Ntome_NODE_34383_length_401_cov_4,Ntome_NODE_6706_length_2713_cov_129,NA
5070,Ntome_NODE_34385_length_401_cov_3,Ntome_NODE_577_length_5817_cov_148,NA
5071,Ntome_NODE_34387_length_401_cov_3,Ntome_NODE_933_length_5188_cov_206,NA
5072,Ntome_NODE_34395_length_400_cov_10,Ntome_NODE_36797_length_316_cov_4,NA
5073,Ntome_NODE_34397_length_400_cov_6,Ntome_NODE_17468_length_1406_cov_58,NA
5074,Ntome_NODE_34403_length_400_cov_5,Ntome_NODE_4077_length_3328_cov_143,NA
5075,Ntome_NODE_34405_length_400_cov_5,Ntome_NODE_9060_length_2329_cov_54,NA
5076,Ntome_NODE_34408_length_400_cov_4,Ntome_NODE_97_length_8622_cov_119,NA
5077,Ntome_NODE_34412_length_400_cov_2,Ntome_NODE_3437_length_3533_cov_289,NA
5078,Ntome_NODE_34417_length_399_cov_5,Ntome_NODE_29814_length_635_cov_207,NA
5079,Ntome_NODE_34429_length_398_cov_12,Ntome_NODE_8886_length_2357_cov_138,NA
5080,Ntome_NODE_34431_length_398_cov_7,Ntome_NODE_25081_length_859_cov_9,NA
5081,Ntome_NODE_34439_length_398_cov_5,Ntome_NODE_18740_length_1297_cov_75,NA
5082,Ntome_NODE_34443_length_398_cov_3,Ntome_NODE_622_length_5719_cov_37,NA
5083,Ntome_NODE_34447_length_397_cov_165,Ntome_NODE_5096_length_3055_cov_50,NA
5084,Ntome_NODE_34451_length_397_cov_8,Ntome_NODE_1161_length_4886_cov_55,NA
5085,Ntome_NODE_34459_length_397_cov_4,Ntome_NODE_1575_length_4475_cov_133,NA
5086,Ntome_NODE_34460_length_398_cov_3,Ntome_NODE_28993_length_668_cov_41,NA
5087,Ntome_NODE_34467_length_398_cov_300,Ntome_NODE_31384_length_575_cov_6,NA
5088,Ntome_NODE_34468_length_396_cov_297,Ntome_NODE_12314_length_1920_cov_258,NA
5089,Ntome_NODE_34469_length_396_cov_271,Ntome_NODE_16998_length_1449_cov_11,NA
5090,Ntome_NODE_34471_length_396_cov_199,Ntome_NODE_108_length_8380_cov_158,NA
5091,Ntome_NODE_34475_length_396_cov_11,Ntome_NODE_7605_length_2553_cov_152,NA
5092,Ntome_NODE_34484_length_396_cov_5,Ntome_NODE_27091_length_754_cov_9,NA
5093,Ntome_NODE_34486_length_396_cov_4,Ntome_NODE_8125_length_2471_cov_290,NA
5094,Ntome_NODE_34489_length_396_cov_3,Ntome_NODE_157_length_7738_cov_110,NA
5095,Ntome_NODE_34492_length_395_cov_316,Ntome_NODE_7282_length_2608_cov_22,NA
5096,Ntome_NODE_34493_length_395_cov_199,Ntome_NODE_18702_length_1300_cov_278,NA
5097,Ntome_NODE_34506_length_395_cov_4,Ntome_NODE_14584_length_1677_cov_121,NA
5098,Ntome_NODE_34507_length_395_cov_3,Ntome_NODE_5688_length_2921_cov_20,NA
5099,Ntome_NODE_34509_length_395_cov_2,Ntome_NODE_10488_length_2133_cov_219,NA
5100,Ntome_NODE_34510_length_394_cov_315,Ntome_NODE_22761_length_999_cov_29,NA
5101,Ntome_NODE_34511_length_394_cov_291,Ntome_NODE_39531_length_257_cov_5,NA
5102,Ntome_NODE_34512_length_394_cov_275,Ntome_NODE_33627_length_438_cov_6,NA
5103,Ntome_NODE_34515_length_394_cov_207,Ntome_NODE_22309_length_1027_cov_271,NA
5104,Ntome_NODE_34516_length_394_cov_194,Ntome_NODE_18181_length_1344_cov_57,NA
5105,Ntome_NODE_34517_length_394_cov_192,Ntome_NODE_15790_length_1559_cov_53,NA
5106,Ntome_NODE_34526_length_394_cov_6,Ntome_NODE_9310_length_2294_cov_139,NA
5107,Ntome_NODE_34529_length_394_cov_5,Ntome_NODE_11127_length_2057_cov_12,NA
5108,Ntome_NODE_34530_length_394_cov_5,Ntome_NODE_2729_length_3800_cov_281,NA
5109,Ntome_NODE_34537_length_393_cov_291,Ntome_NODE_5164_length_3041_cov_165,NA
5110,Ntome_NODE_34546_length_393_cov_7,Ntome_NODE_15197_length_1614_cov_195,NA
5111,Ntome_NODE_34547_length_393_cov_7,Ntome_NODE_2235_length_4043_cov_113,NA
5112,Ntome_NODE_34553_length_393_cov_5,Ntome_NODE_7123_length_2635_cov_89,NA
5113,Ntome_NODE_34565_length_392_cov_213,Ntome_NODE_1768_length_4333_cov_28,NA
5114,Ntome_NODE_34569_length_390_cov_11,Ntome_NODE_8972_length_2343_cov_42,NA
5115,Ntome_NODE_34570_length_392_cov_9,Ntome_NODE_21508_length_1081_cov_20,NA
5116,Ntome_NODE_34581_length_392_cov_4,Ntome_NODE_22637_length_1008_cov_10,NA
5117,Ntome_NODE_34582_length_392_cov_4,Ntome_NODE_12592_length_1888_cov_185,NA
5118,Ntome_NODE_34588_length_391_cov_243,Ntome_NODE_12913_length_1851_cov_23,NA
5119,Ntome_NODE_34590_length_391_cov_7,Ntome_NODE_8090_length_2476_cov_128,NA
5120,Ntome_NODE_34595_length_391_cov_5,Ntome_NODE_21285_length_1096_cov_5,NA
5121,Ntome_NODE_34602_length_391_cov_4,Ntome_NODE_5136_length_3047_cov_101,NA
5122,Ntome_NODE_34607_length_390_cov_275,Ntome_NODE_29280_length_657_cov_16,NA
5123,Ntome_NODE_34609_length_390_cov_232,Ntome_NODE_9871_length_2216_cov_132,NA
5124,Ntome_NODE_34613_length_390_cov_168,Ntome_NODE_26398_length_787_cov_73,NA
5125,Ntome_NODE_34617_length_390_cov_11,Ntome_NODE_22600_length_1010_cov_41,NA
5126,Ntome_NODE_34619_length_390_cov_8,Ntome_NODE_436_length_6212_cov_90,NA
5127,Ntome_NODE_34623_length_390_cov_5,Ntome_NODE_10089_length_2188_cov_45,NA
5128,Ntome_NODE_34624_length_390_cov_4,Ntome_NODE_990_length_5103_cov_82,NA
5129,Ntome_NODE_34627_length_389_cov_311,Ntome_NODE_33_length_10458_cov_194,NA
5130,Ntome_NODE_34628_length_389_cov_299,Ntome_NODE_2012_length_4165_cov_30,NA
5131,Ntome_NODE_34631_length_389_cov_218,Ntome_NODE_925_length_5198_cov_131,NA
5132,Ntome_NODE_34633_length_389_cov_10,Ntome_NODE_19430_length_1240_cov_19,NA
5133,Ntome_NODE_34634_length_389_cov_9,Ntome_NODE_485_length_6067_cov_75,NA
5134,Ntome_NODE_34637_length_389_cov_9,Ntome_NODE_17130_length_1437_cov_124,NA
5135,Ntome_NODE_34638_length_389_cov_5,Ntome_NODE_234_length_7183_cov_167,NA
5136,Ntome_NODE_34642_length_389_cov_4,Ntome_NODE_1190_length_4849_cov_237,NA
5137,Ntome_NODE_34652_length_389_cov_2,Ntome_NODE_1396_length_4636_cov_255,NA
5138,Ntome_NODE_34655_length_390_cov_31,Ntome_NODE_11527_length_2011_cov_104,NA
5139,Ntome_NODE_34659_length_388_cov_7,Ntome_NODE_32952_length_481_cov_80,NA
5140,Ntome_NODE_34660_length_388_cov_7,Ntome_NODE_95_length_8630_cov_64,NA
5141,Ntome_NODE_34662_length_388_cov_6,Ntome_NODE_19856_length_1205_cov_9,NA
5142,Ntome_NODE_34663_length_388_cov_6,Ntome_NODE_19366_length_1246_cov_10,NA
