,A,B,overlap
5111,Nsylvestris_NODE_35093_length_293_cov_2,Nsylvestris_NODE_24958_length_774_cov_6,NA
5112,Nsylvestris_NODE_35094_length_293_cov_2,Nsylvestris_NODE_1015_length_4928_cov_41,NA
5113,Nsylvestris_NODE_35100_length_292_cov_160,Nsylvestris_NODE_7230_length_2529_cov_205,NA
5114,Nsylvestris_NODE_35105_length_292_cov_8,Nsylvestris_NODE_1696_length_4257_cov_120,NA
5115,Nsylvestris_NODE_35113_length_292_cov_5,Nsylvestris_NODE_1983_length_4066_cov_70,NA
5116,Nsylvestris_NODE_35129_length_292_cov_3,Nsylvestris_NODE_2207_length_3934_cov_230,NA
5117,Nsylvestris_NODE_35137_length_292_cov_3,Nsylvestris_NODE_19461_length_1147_cov_174,NA
5118,Nsylvestris_NODE_35139_length_292_cov_3,Nsylvestris_NODE_25802_length_728_cov_34,NA
5119,Nsylvestris_NODE_35147_length_292_cov_3,Nsylvestris_NODE_27348_length_658_cov_38,NA
5120,Nsylvestris_NODE_35150_length_292_cov_3,Nsylvestris_NODE_3436_length_3426_cov_141,NA
5121,Nsylvestris_NODE_35154_length_291_cov_209,Nsylvestris_NODE_24992_length_772_cov_14,NA
5122,Nsylvestris_NODE_35159_length_291_cov_10,Nsylvestris_NODE_5268_length_2911_cov_223,NA
5123,Nsylvestris_NODE_35179_length_291_cov_4,Nsylvestris_NODE_2535_length_3777_cov_83,NA
5124,Nsylvestris_NODE_35184_length_291_cov_3,Nsylvestris_NODE_36584_length_260_cov_4,NA
5125,Nsylvestris_NODE_35185_length_291_cov_3,Nsylvestris_NODE_15355_length_1517_cov_86,NA
5126,Nsylvestris_NODE_35189_length_291_cov_3,Nsylvestris_NODE_13967_length_1654_cov_214,NA
5127,Nsylvestris_NODE_35190_length_291_cov_3,Nsylvestris_NODE_10030_length_2112_cov_212,NA
5128,Nsylvestris_NODE_35197_length_291_cov_2,Nsylvestris_NODE_3371_length_3448_cov_210,NA
5129,Nsylvestris_NODE_35206_length_290_cov_8,Nsylvestris_NODE_505_length_5948_cov_29,NA
5130,Nsylvestris_NODE_35208_length_290_cov_6,Nsylvestris_NODE_20995_length_1028_cov_36,NA
5131,Nsylvestris_NODE_35213_length_290_cov_5,Nsylvestris_NODE_17619_length_1301_cov_33,NA
5132,Nsylvestris_NODE_35214_length_290_cov_5,Nsylvestris_NODE_7461_length_2494_cov_107,NA
5133,Nsylvestris_NODE_35215_length_290_cov_5,Nsylvestris_NODE_12834_length_1782_cov_211,NA
5134,Nsylvestris_NODE_35217_length_290_cov_4,Nsylvestris_NODE_1857_length_4145_cov_130,NA
5135,Nsylvestris_NODE_35219_length_290_cov_4,Nsylvestris_NODE_24650_length_791_cov_205,NA
5136,Nsylvestris_NODE_35221_length_290_cov_4,Nsylvestris_NODE_8767_length_2285_cov_28,NA
5137,Nsylvestris_NODE_35225_length_290_cov_4,Nsylvestris_NODE_1124_length_4787_cov_79,NA
5138,Nsylvestris_NODE_35233_length_290_cov_3,Nsylvestris_NODE_30926_length_456_cov_16,NA
5139,Nsylvestris_NODE_35235_length_290_cov_3,Nsylvestris_NODE_1075_length_4848_cov_117,NA
5140,Nsylvestris_NODE_35240_length_289_cov_248,Nsylvestris_NODE_1613_length_4320_cov_178,NA
5141,Nsylvestris_NODE_35241_length_289_cov_237,Nsylvestris_NODE_15001_length_1550_cov_11,NA
5142,Nsylvestris_NODE_35245_length_289_cov_13,Nsylvestris_NODE_18573_length_1218_cov_223,NA
5143,Nsylvestris_NODE_35250_length_289_cov_6,Nsylvestris_NODE_5871_length_2789_cov_90,NA
5144,Nsylvestris_NODE_35252_length_289_cov_6,Nsylvestris_NODE_4110_length_3200_cov_122,NA
5145,Nsylvestris_NODE_35255_length_289_cov_5,Nsylvestris_NODE_9951_length_2122_cov_13,NA
5146,Nsylvestris_NODE_35257_length_289_cov_5,Nsylvestris_NODE_11060_length_1981_cov_10,NA
5147,Nsylvestris_NODE_35258_length_289_cov_4,Nsylvestris_NODE_14672_length_1582_cov_24,NA
5148,Nsylvestris_NODE_35261_length_289_cov_4,Nsylvestris_NODE_19497_length_1144_cov_17,NA
5149,Nsylvestris_NODE_35267_length_289_cov_3,Nsylvestris_NODE_7929_length_2415_cov_68,NA
5150,Nsylvestris_NODE_35271_length_289_cov_3,Nsylvestris_NODE_14439_length_1606_cov_175,NA
5151,Nsylvestris_NODE_35274_length_289_cov_3,Nsylvestris_NODE_7757_length_2444_cov_63,NA
5152,Nsylvestris_NODE_35284_length_289_cov_2,Nsylvestris_NODE_3253_length_3488_cov_174,NA
5153,Nsylvestris_NODE_35287_length_288_cov_240,Nsylvestris_NODE_7632_length_2465_cov_225,NA
5154,Nsylvestris_NODE_35293_length_288_cov_10,Nsylvestris_NODE_3020_length_3578_cov_120,NA
5155,Nsylvestris_NODE_35301_length_288_cov_5,Nsylvestris_NODE_22643_length_913_cov_198,NA
5156,Nsylvestris_NODE_35305_length_288_cov_5,Nsylvestris_NODE_9790_length_2141_cov_213,NA
5157,Nsylvestris_NODE_35306_length_288_cov_5,Nsylvestris_NODE_13561_length_1700_cov_16,NA
5158,Nsylvestris_NODE_35308_length_288_cov_5,Nsylvestris_NODE_28717_length_597_cov_4,NA
5159,Nsylvestris_NODE_35310_length_288_cov_5,Nsylvestris_NODE_750_length_5351_cov_204,NA
5160,Nsylvestris_NODE_35314_length_288_cov_4,Nsylvestris_NODE_15984_length_1451_cov_9,NA
5161,Nsylvestris_NODE_35325_length_288_cov_3,Nsylvestris_NODE_7169_length_2540_cov_213,NA
5162,Nsylvestris_NODE_35326_length_288_cov_3,Nsylvestris_NODE_4955_length_2985_cov_104,NA
5163,Nsylvestris_NODE_35327_length_288_cov_3,Nsylvestris_NODE_13867_length_1666_cov_208,NA
5164,Nsylvestris_NODE_35329_length_288_cov_3,Nsylvestris_NODE_19232_length_1165_cov_82,NA
5165,Nsylvestris_NODE_35339_length_287_cov_233,Nsylvestris_NODE_5131_length_2942_cov_129,NA
5166,Nsylvestris_NODE_35341_length_287_cov_163,Nsylvestris_NODE_5163_length_2934_cov_212,NA
5167,Nsylvestris_NODE_35348_length_287_cov_6,Nsylvestris_NODE_610_length_5685_cov_144,NA
5168,Nsylvestris_NODE_35349_length_287_cov_6,Nsylvestris_NODE_29799_length_544_cov_229,NA
5169,Nsylvestris_NODE_35351_length_287_cov_5,Nsylvestris_NODE_24890_length_778_cov_10,NA
5170,Nsylvestris_NODE_35352_length_287_cov_5,Nsylvestris_NODE_14004_length_1648_cov_123,NA
5171,Nsylvestris_NODE_35354_length_287_cov_5,Nsylvestris_NODE_12711_length_1794_cov_209,NA
5172,Nsylvestris_NODE_35355_length_287_cov_5,Nsylvestris_NODE_2084_length_4003_cov_207,NA
5173,Nsylvestris_NODE_35359_length_287_cov_4,Nsylvestris_NODE_23979_length_833_cov_66,NA
5174,Nsylvestris_NODE_35373_length_287_cov_3,Nsylvestris_NODE_11400_length_1942_cov_18,NA
5175,Nsylvestris_NODE_35375_length_287_cov_3,Nsylvestris_NODE_30448_length_490_cov_84,NA
5176,Nsylvestris_NODE_35377_length_287_cov_3,Nsylvestris_NODE_6571_length_2648_cov_175,NA
5177,Nsylvestris_NODE_35382_length_286_cov_234,Nsylvestris_NODE_29915_length_535_cov_2,NA
5178,Nsylvestris_NODE_35383_length_286_cov_196,Nsylvestris_NODE_4081_length_3209_cov_226,NA
5179,Nsylvestris_NODE_35384_length_286_cov_44,Nsylvestris_NODE_4004_length_3232_cov_132,NA
5180,Nsylvestris_NODE_35386_length_286_cov_9,Nsylvestris_NODE_491_length_5983_cov_168,NA
5181,Nsylvestris_NODE_35391_length_286_cov_6,Nsylvestris_NODE_26501_length_696_cov_9,NA
5182,Nsylvestris_NODE_35392_length_286_cov_6,Nsylvestris_NODE_4877_length_3001_cov_103,NA
5183,Nsylvestris_NODE_35399_length_286_cov_4,Nsylvestris_NODE_63_length_9186_cov_130,NA
5184,Nsylvestris_NODE_35402_length_286_cov_4,Nsylvestris_NODE_9104_length_2236_cov_106,NA
5185,Nsylvestris_NODE_35413_length_286_cov_3,Nsylvestris_NODE_5469_length_2869_cov_231,NA
5186,Nsylvestris_NODE_35418_length_286_cov_3,Nsylvestris_NODE_17557_length_1308_cov_8,NA
5187,Nsylvestris_NODE_35421_length_286_cov_3,Nsylvestris_NODE_20814_length_1041_cov_229,NA
5188,Nsylvestris_NODE_35424_length_286_cov_2,Nsylvestris_NODE_19151_length_1171_cov_214,NA
5189,Nsylvestris_NODE_35430_length_285_cov_165,Nsylvestris_NODE_8834_length_2274_cov_200,NA
5190,Nsylvestris_NODE_35433_length_285_cov_50,Nsylvestris_NODE_527_length_5882_cov_161,NA
5191,Nsylvestris_NODE_35434_length_285_cov_41,Nsylvestris_NODE_27700_length_642_cov_4,NA
5192,Nsylvestris_NODE_35438_length_285_cov_6,Nsylvestris_NODE_548_length_5829_cov_125,NA
5193,Nsylvestris_NODE_35440_length_285_cov_6,Nsylvestris_NODE_3158_length_3524_cov_94,NA
5194,Nsylvestris_NODE_35447_length_285_cov_5,Nsylvestris_NODE_10474_length_2053_cov_225,NA
5195,Nsylvestris_NODE_35449_length_285_cov_4,Nsylvestris_NODE_17487_length_1314_cov_217,NA
5196,Nsylvestris_NODE_35459_length_285_cov_3,Nsylvestris_NODE_145_length_7832_cov_124,NA
5197,Nsylvestris_NODE_35473_length_284_cov_105,Nsylvestris_NODE_3217_length_3501_cov_132,NA
5198,Nsylvestris_NODE_35476_length_284_cov_7,Nsylvestris_NODE_6614_length_2640_cov_75,NA
5199,Nsylvestris_NODE_35478_length_284_cov_7,Nsylvestris_NODE_16635_length_1388_cov_9,NA
5200,Nsylvestris_NODE_35482_length_284_cov_6,Nsylvestris_NODE_366_length_6419_cov_87,NA
5201,Nsylvestris_NODE_35485_length_284_cov_5,Nsylvestris_NODE_17689_length_1295_cov_46,NA
5202,Nsylvestris_NODE_35486_length_284_cov_5,Nsylvestris_NODE_3861_length_3280_cov_92,NA
5203,Nsylvestris_NODE_35487_length_284_cov_5,Nsylvestris_NODE_7354_length_2512_cov_26,NA
5204,Nsylvestris_NODE_35493_length_284_cov_4,Nsylvestris_NODE_25794_length_728_cov_174,NA
5205,Nsylvestris_NODE_35502_length_284_cov_4,Nsylvestris_NODE_658_length_5531_cov_126,NA
5206,Nsylvestris_NODE_35518_length_284_cov_2,Nsylvestris_NODE_9404_length_2193_cov_24,NA
5207,Nsylvestris_NODE_35520_length_284_cov_2,Nsylvestris_NODE_3103_length_3542_cov_171,NA
5208,Nsylvestris_NODE_35523_length_283_cov_198,Nsylvestris_NODE_32520_length_371_cov_143,NA
5209,Nsylvestris_NODE_35532_length_283_cov_6,Nsylvestris_NODE_113_length_8253_cov_73,NA
5210,Nsylvestris_NODE_35552_length_283_cov_4,Nsylvestris_NODE_1360_length_4535_cov_71,NA
5211,Nsylvestris_NODE_35553_length_283_cov_3,Nsylvestris_NODE_2619_length_3733_cov_101,NA
5212,Nsylvestris_NODE_35558_length_283_cov_3,Nsylvestris_NODE_2341_length_3877_cov_216,NA
5213,Nsylvestris_NODE_35560_length_283_cov_3,Nsylvestris_NODE_13039_length_1759_cov_138,NA
5214,Nsylvestris_NODE_35574_length_282_cov_95,Nsylvestris_NODE_23450_length_863_cov_55,NA
5215,Nsylvestris_NODE_35577_length_282_cov_8,Nsylvestris_NODE_14327_length_1619_cov_15,NA
5216,Nsylvestris_NODE_35578_length_282_cov_8,Nsylvestris_NODE_487_length_5996_cov_35,NA
5217,Nsylvestris_NODE_35581_length_282_cov_6,Nsylvestris_NODE_11252_length_1957_cov_5,NA
5218,Nsylvestris_NODE_35584_length_282_cov_5,Nsylvestris_NODE_22665_length_911_cov_187,NA
5219,Nsylvestris_NODE_35593_length_282_cov_4,Nsylvestris_NODE_27920_length_632_cov_13,NA
5220,Nsylvestris_NODE_35595_length_282_cov_4,Nsylvestris_NODE_16491_length_1401_cov_7,NA
5221,Nsylvestris_NODE_35607_length_282_cov_3,Nsylvestris_NODE_3607_length_3363_cov_32,NA
5222,Nsylvestris_NODE_35616_length_281_cov_180,Nsylvestris_NODE_62_length_9216_cov_60,NA
5223,Nsylvestris_NODE_35617_length_281_cov_147,Nsylvestris_NODE_8281_length_2358_cov_40,NA
5224,Nsylvestris_NODE_35623_length_276_cov_9,Nsylvestris_NODE_3704_length_3334_cov_62,NA
5225,Nsylvestris_NODE_35626_length_281_cov_8,Nsylvestris_NODE_7710_length_2451_cov_140,NA
5226,Nsylvestris_NODE_35627_length_281_cov_6,Nsylvestris_NODE_16250_length_1420_cov_231,NA
5227,Nsylvestris_NODE_35630_length_281_cov_5,Nsylvestris_NODE_15785_length_1471_cov_204,NA
5228,Nsylvestris_NODE_35632_length_281_cov_4,Nsylvestris_NODE_2009_length_4047_cov_207,NA
5229,Nsylvestris_NODE_35637_length_281_cov_4,Nsylvestris_NODE_16131_length_1435_cov_45,NA
5230,Nsylvestris_NODE_35638_length_281_cov_4,Nsylvestris_NODE_11970_length_1874_cov_22,NA
5231,Nsylvestris_NODE_35643_length_281_cov_3,Nsylvestris_NODE_6182_length_2720_cov_124,NA
5232,Nsylvestris_NODE_35658_length_280_cov_6,Nsylvestris_NODE_7816_length_2434_cov_171,NA
5233,Nsylvestris_NODE_35659_length_280_cov_6,Nsylvestris_NODE_8488_length_2326_cov_223,NA
5234,Nsylvestris_NODE_35661_length_280_cov_5,Nsylvestris_NODE_15206_length_1531_cov_9,NA
5235,Nsylvestris_NODE_35663_length_280_cov_5,Nsylvestris_NODE_24477_length_802_cov_46,NA
5236,Nsylvestris_NODE_35674_length_280_cov_4,Nsylvestris_NODE_26368_length_702_cov_8,NA
5237,Nsylvestris_NODE_35676_length_280_cov_4,Nsylvestris_NODE_10491_length_2051_cov_179,NA
5238,Nsylvestris_NODE_35681_length_280_cov_3,Nsylvestris_NODE_26309_length_705_cov_7,NA
5239,Nsylvestris_NODE_35684_length_280_cov_3,Nsylvestris_NODE_22873_length_899_cov_5,NA
5240,Nsylvestris_NODE_35685_length_280_cov_3,Nsylvestris_NODE_30411_length_493_cov_27,NA
5241,Nsylvestris_NODE_35687_length_280_cov_3,Nsylvestris_NODE_2588_length_3750_cov_164,NA
5242,Nsylvestris_NODE_35699_length_279_cov_186,Nsylvestris_NODE_2399_length_3840_cov_105,NA
5243,Nsylvestris_NODE_35710_length_279_cov_5,Nsylvestris_NODE_11252_length_1957_cov_5,NA
5244,Nsylvestris_NODE_35715_length_279_cov_4,Nsylvestris_NODE_6489_length_2663_cov_74,NA
5245,Nsylvestris_NODE_35721_length_279_cov_3,Nsylvestris_NODE_21881_length_963_cov_50,NA
5246,Nsylvestris_NODE_35722_length_279_cov_3,Nsylvestris_NODE_3704_length_3334_cov_62,NA
5247,Nsylvestris_NODE_35723_length_278_cov_3,Nsylvestris_NODE_736_length_5378_cov_103,NA
5248,Nsylvestris_NODE_35728_length_279_cov_3,Nsylvestris_NODE_19971_length_1105_cov_21,NA
5249,Nsylvestris_NODE_35729_length_279_cov_3,Nsylvestris_NODE_52_length_9427_cov_171,NA
5250,Nsylvestris_NODE_35731_length_279_cov_3,Nsylvestris_NODE_7222_length_2531_cov_14,NA
5251,Nsylvestris_NODE_35740_length_278_cov_206,Nsylvestris_NODE_19360_length_1154_cov_220,NA
5252,Nsylvestris_NODE_35741_length_278_cov_134,Nsylvestris_NODE_136_length_7944_cov_139,NA
5253,Nsylvestris_NODE_35749_length_278_cov_6,Nsylvestris_NODE_9793_length_2141_cov_203,NA
5254,Nsylvestris_NODE_35756_length_278_cov_5,Nsylvestris_NODE_2724_length_3695_cov_139,NA
5255,Nsylvestris_NODE_35761_length_278_cov_4,Nsylvestris_NODE_31073_length_447_cov_3,NA
5256,Nsylvestris_NODE_35762_length_278_cov_4,Nsylvestris_NODE_261_length_6934_cov_148,NA
5257,Nsylvestris_NODE_35764_length_278_cov_4,Nsylvestris_NODE_1796_length_4181_cov_221,NA
5258,Nsylvestris_NODE_35773_length_278_cov_4,Nsylvestris_NODE_5199_length_2926_cov_38,NA
5259,Nsylvestris_NODE_35774_length_278_cov_4,Nsylvestris_NODE_441_length_6140_cov_71,NA
5260,Nsylvestris_NODE_35778_length_278_cov_3,Nsylvestris_NODE_1528_length_4374_cov_222,NA
5261,Nsylvestris_NODE_35781_length_278_cov_3,Nsylvestris_NODE_26736_length_686_cov_9,NA
5262,Nsylvestris_NODE_35782_length_278_cov_3,Nsylvestris_NODE_559_length_5805_cov_107,NA
5263,Nsylvestris_NODE_35789_length_278_cov_3,Nsylvestris_NODE_3951_length_3250_cov_235,NA
5264,Nsylvestris_NODE_35794_length_278_cov_2,Nsylvestris_NODE_26196_length_710_cov_9,NA
5265,Nsylvestris_NODE_35796_length_277_cov_11,Nsylvestris_NODE_20881_length_1037_cov_7,NA
5266,Nsylvestris_NODE_35802_length_277_cov_5,Nsylvestris_NODE_19549_length_1140_cov_8,NA
5267,Nsylvestris_NODE_35803_length_277_cov_5,Nsylvestris_NODE_13761_length_1678_cov_15,NA
5268,Nsylvestris_NODE_35814_length_277_cov_4,Nsylvestris_NODE_17452_length_1318_cov_142,NA
5269,Nsylvestris_NODE_35823_length_277_cov_3,Nsylvestris_NODE_645_length_5569_cov_176,NA
5270,Nsylvestris_NODE_35828_length_277_cov_3,Nsylvestris_NODE_2052_length_4025_cov_56,NA
5271,Nsylvestris_NODE_35830_length_277_cov_1,Nsylvestris_NODE_8857_length_2270_cov_237,NA
5272,Nsylvestris_NODE_35834_length_276_cov_172,Nsylvestris_NODE_25459_length_746_cov_72,NA
5273,Nsylvestris_NODE_35842_length_276_cov_6,Nsylvestris_NODE_26259_length_707_cov_206,NA
5274,Nsylvestris_NODE_35860_length_276_cov_4,Nsylvestris_NODE_6743_length_2614_cov_114,NA
5275,Nsylvestris_NODE_35863_length_276_cov_4,Nsylvestris_NODE_1491_length_4405_cov_40,NA
5276,Nsylvestris_NODE_35865_length_276_cov_4,Nsylvestris_NODE_2957_length_3601_cov_126,NA
5277,Nsylvestris_NODE_35870_length_276_cov_3,Nsylvestris_NODE_146_length_7818_cov_26,NA
5278,Nsylvestris_NODE_35871_length_276_cov_3,Nsylvestris_NODE_2340_length_3878_cov_79,NA
5279,Nsylvestris_NODE_35872_length_276_cov_3,Nsylvestris_NODE_24965_length_773_cov_56,NA
5280,Nsylvestris_NODE_35877_length_276_cov_2,Nsylvestris_NODE_4867_length_3004_cov_27,NA
5281,Nsylvestris_NODE_35887_length_275_cov_7,Nsylvestris_NODE_3432_length_3427_cov_56,NA
5282,Nsylvestris_NODE_35895_length_275_cov_5,Nsylvestris_NODE_7222_length_2531_cov_14,NA
5283,Nsylvestris_NODE_35898_length_275_cov_4,Nsylvestris_NODE_10369_length_2066_cov_213,NA
5284,Nsylvestris_NODE_35899_length_275_cov_4,Nsylvestris_NODE_17088_length_1350_cov_13,NA
5285,Nsylvestris_NODE_35900_length_275_cov_4,Nsylvestris_NODE_3678_length_3343_cov_61,NA
5286,Nsylvestris_NODE_35901_length_275_cov_4,Nsylvestris_NODE_16151_length_1435_cov_10,NA
5287,Nsylvestris_NODE_35904_length_275_cov_4,Nsylvestris_NODE_12787_length_1788_cov_17,NA
5288,Nsylvestris_NODE_35915_length_275_cov_3,Nsylvestris_NODE_2547_length_3770_cov_126,NA
5289,Nsylvestris_NODE_35917_length_275_cov_3,Nsylvestris_NODE_24195_length_819_cov_63,NA
5290,Nsylvestris_NODE_35926_length_275_cov_3,Nsylvestris_NODE_11913_length_1879_cov_44,NA
5291,Nsylvestris_NODE_35930_length_275_cov_1,Nsylvestris_NODE_7776_length_2441_cov_199,NA
5292,Nsylvestris_NODE_35933_length_274_cov_73,Nsylvestris_NODE_9484_length_2180_cov_133,NA
5293,Nsylvestris_NODE_35935_length_274_cov_10,Nsylvestris_NODE_28772_length_594_cov_8,NA
5294,Nsylvestris_NODE_35941_length_274_cov_5,Nsylvestris_NODE_5007_length_2971_cov_102,NA
5295,Nsylvestris_NODE_35948_length_274_cov_4,Nsylvestris_NODE_27618_length_646_cov_14,NA
5296,Nsylvestris_NODE_35951_length_274_cov_4,Nsylvestris_NODE_1716_length_4239_cov_137,NA
5297,Nsylvestris_NODE_35952_length_274_cov_4,Nsylvestris_NODE_7081_length_2556_cov_194,NA
5298,Nsylvestris_NODE_35955_length_274_cov_4,Nsylvestris_NODE_22057_length_952_cov_177,NA
5299,Nsylvestris_NODE_35957_length_274_cov_4,Nsylvestris_NODE_2949_length_3591_cov_48,NA
5300,Nsylvestris_NODE_35964_length_274_cov_3,Nsylvestris_NODE_19432_length_1150_cov_7,NA
5301,Nsylvestris_NODE_35972_length_273_cov_199,Nsylvestris_NODE_474_length_6026_cov_221,NA
5302,Nsylvestris_NODE_35973_length_273_cov_153,Nsylvestris_NODE_25362_length_751_cov_177,NA
5303,Nsylvestris_NODE_35975_length_273_cov_8,Nsylvestris_NODE_10791_length_2015_cov_34,NA
5304,Nsylvestris_NODE_35981_length_273_cov_5,Nsylvestris_NODE_4840_length_3009_cov_235,NA
5305,Nsylvestris_NODE_35982_length_273_cov_4,Nsylvestris_NODE_2538_length_3776_cov_43,NA
5306,Nsylvestris_NODE_35984_length_273_cov_4,Nsylvestris_NODE_15860_length_1463_cov_26,NA
5307,Nsylvestris_NODE_35988_length_273_cov_4,Nsylvestris_NODE_18085_length_1261_cov_7,NA
5308,Nsylvestris_NODE_35997_length_273_cov_4,Nsylvestris_NODE_6231_length_2711_cov_70,NA
5309,Nsylvestris_NODE_35999_length_272_cov_3,Nsylvestris_NODE_6391_length_2681_cov_135,NA
5310,Nsylvestris_NODE_36000_length_273_cov_3,Nsylvestris_NODE_4685_length_3048_cov_162,NA
5311,Nsylvestris_NODE_36011_length_273_cov_3,Nsylvestris_NODE_27338_length_659_cov_3,NA
5312,Nsylvestris_NODE_36013_length_273_cov_2,Nsylvestris_NODE_6768_length_2609_cov_100,NA
5313,Nsylvestris_NODE_36014_length_273_cov_2,Nsylvestris_NODE_4290_length_3154_cov_88,NA
5314,Nsylvestris_NODE_36016_length_273_cov_2,Nsylvestris_NODE_9382_length_2196_cov_74,NA
5315,Nsylvestris_NODE_36018_length_272_cov_303,Nsylvestris_NODE_9798_length_2141_cov_103,NA
5316,Nsylvestris_NODE_36019_length_272_cov_259,Nsylvestris_NODE_30686_length_472_cov_5,NA
5317,Nsylvestris_NODE_36028_length_272_cov_10,Nsylvestris_NODE_6807_length_2602_cov_101,NA
5318,Nsylvestris_NODE_36029_length_272_cov_9,Nsylvestris_NODE_8124_length_2384_cov_44,NA
5319,Nsylvestris_NODE_36031_length_272_cov_7,Nsylvestris_NODE_3648_length_3352_cov_32,NA
5320,Nsylvestris_NODE_36036_length_272_cov_5,Nsylvestris_NODE_3341_length_3459_cov_95,NA
5321,Nsylvestris_NODE_36039_length_272_cov_5,Nsylvestris_NODE_10543_length_2045_cov_14,NA
5322,Nsylvestris_NODE_36041_length_272_cov_5,Nsylvestris_NODE_971_length_4991_cov_57,NA
5323,Nsylvestris_NODE_36044_length_272_cov_5,Nsylvestris_NODE_32293_length_382_cov_2,NA
5324,Nsylvestris_NODE_36049_length_272_cov_4,Nsylvestris_NODE_25635_length_738_cov_11,NA
5325,Nsylvestris_NODE_36053_length_272_cov_4,Nsylvestris_NODE_171_length_7558_cov_82,NA
5326,Nsylvestris_NODE_36056_length_272_cov_4,Nsylvestris_NODE_1845_length_4151_cov_80,NA
5327,Nsylvestris_NODE_36064_length_272_cov_3,Nsylvestris_NODE_7068_length_2559_cov_117,NA
5328,Nsylvestris_NODE_36069_length_272_cov_3,Nsylvestris_NODE_4867_length_3004_cov_27,NA
5329,Nsylvestris_NODE_36071_length_272_cov_3,Nsylvestris_NODE_752_length_5347_cov_24,NA
5330,Nsylvestris_NODE_36080_length_271_cov_12,Nsylvestris_NODE_108_length_8357_cov_118,NA
5331,Nsylvestris_NODE_36088_length_271_cov_5,Nsylvestris_NODE_1316_length_4581_cov_207,NA
5332,Nsylvestris_NODE_36098_length_271_cov_4,Nsylvestris_NODE_19766_length_1121_cov_129,NA
5333,Nsylvestris_NODE_36101_length_271_cov_4,Nsylvestris_NODE_29063_length_581_cov_5,NA
5334,Nsylvestris_NODE_36105_length_271_cov_3,Nsylvestris_NODE_15694_length_1480_cov_225,NA
5335,Nsylvestris_NODE_36110_length_271_cov_3,Nsylvestris_NODE_5363_length_2895_cov_27,NA
5336,Nsylvestris_NODE_36120_length_270_cov_156,Nsylvestris_NODE_7002_length_2569_cov_99,NA
5337,Nsylvestris_NODE_36123_length_270_cov_16,Nsylvestris_NODE_8369_length_2345_cov_196,NA
5338,Nsylvestris_NODE_36129_length_270_cov_6,Nsylvestris_NODE_12702_length_1795_cov_104,NA
5339,Nsylvestris_NODE_36131_length_270_cov_5,Nsylvestris_NODE_5326_length_2901_cov_101,NA
5340,Nsylvestris_NODE_36132_length_270_cov_5,Nsylvestris_NODE_8153_length_2380_cov_82,NA
5341,Nsylvestris_NODE_36134_length_270_cov_5,Nsylvestris_NODE_3576_length_3372_cov_210,NA
5342,Nsylvestris_NODE_36136_length_270_cov_5,Nsylvestris_NODE_2069_length_4011_cov_85,NA
5343,Nsylvestris_NODE_36138_length_270_cov_4,Nsylvestris_NODE_14312_length_1619_cov_212,NA
5344,Nsylvestris_NODE_36140_length_270_cov_4,Nsylvestris_NODE_16682_length_1382_cov_205,NA
5345,Nsylvestris_NODE_36141_length_270_cov_4,Nsylvestris_NODE_25745_length_731_cov_22,NA
5346,Nsylvestris_NODE_36144_length_270_cov_4,Nsylvestris_NODE_5089_length_2952_cov_100,NA
5347,Nsylvestris_NODE_36149_length_270_cov_3,Nsylvestris_NODE_17103_length_1348_cov_134,NA
5348,Nsylvestris_NODE_36151_length_270_cov_3,Nsylvestris_NODE_2502_length_3793_cov_20,NA
5349,Nsylvestris_NODE_36152_length_270_cov_3,Nsylvestris_NODE_6955_length_2576_cov_118,NA
5350,Nsylvestris_NODE_36154_length_270_cov_3,Nsylvestris_NODE_4391_length_3128_cov_211,NA
5351,Nsylvestris_NODE_36161_length_269_cov_61,Nsylvestris_NODE_7824_length_2433_cov_104,NA
5352,Nsylvestris_NODE_36164_length_269_cov_7,Nsylvestris_NODE_21273_length_1009_cov_10,NA
5353,Nsylvestris_NODE_36167_length_269_cov_5,Nsylvestris_NODE_1802_length_4173_cov_169,NA
5354,Nsylvestris_NODE_36181_length_269_cov_4,Nsylvestris_NODE_10054_length_2110_cov_120,NA
5355,Nsylvestris_NODE_36182_length_269_cov_4,Nsylvestris_NODE_19460_length_1147_cov_197,NA
5356,Nsylvestris_NODE_36183_length_269_cov_4,Nsylvestris_NODE_8857_length_2270_cov_237,NA
5357,Nsylvestris_NODE_36193_length_269_cov_3,Nsylvestris_NODE_10603_length_2037_cov_14,NA
5358,Nsylvestris_NODE_36198_length_268_cov_239,Nsylvestris_NODE_29761_length_548_cov_147,NA
5359,Nsylvestris_NODE_36201_length_268_cov_203,Nsylvestris_NODE_569_length_5779_cov_180,NA
5360,Nsylvestris_NODE_36208_length_268_cov_7,Nsylvestris_NODE_16843_length_1368_cov_223,NA
5361,Nsylvestris_NODE_36209_length_268_cov_7,Nsylvestris_NODE_3987_length_3236_cov_94,NA
5362,Nsylvestris_NODE_36216_length_268_cov_5,Nsylvestris_NODE_3585_length_3370_cov_91,NA
5363,Nsylvestris_NODE_36217_length_262_cov_5,Nsylvestris_NODE_32071_length_391_cov_4,NA
5364,Nsylvestris_NODE_36219_length_268_cov_5,Nsylvestris_NODE_3231_length_3496_cov_150,NA
5365,Nsylvestris_NODE_36222_length_268_cov_4,Nsylvestris_NODE_6529_length_2656_cov_114,NA
